"STATISTIC","Statistic Label","TLIST(A1)","Year","C03341V04028","Stamp Duty Event","C03789V04537","Local Authority Area","C03723V04471","Sex Profile","UNIT","VALUE"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","150","Joint buyers - 2 female","Number","0"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","70"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","-","All buyers","Number","590"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","110","Sole male buyer","Number","100"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","120","Sole female buyer","Number","60"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","130","Joint buyers - male & female","Number","250"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","140","Joint buyers - 2 male","Number","10"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","150","Joint buyers - 2 female","Number","0"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","170"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","-","All buyers","Number","2430"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","110","Sole male buyer","Number","260"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","120","Sole female buyer","Number","280"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","130","Joint buyers - male & female","Number","1720"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","140","Joint buyers - 2 male","Number","10"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","150","Joint buyers - 2 female","Number","10"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","140"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","-","All buyers","Number","540"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","110","Sole male buyer","Number","70"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","120","Sole female buyer","Number","80"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","130","Joint buyers - male & female","Number","300"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","140","Joint buyers - 2 male","Number","0"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","150","Joint buyers - 2 female","Number","10"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","80"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","-","All buyers","Number","850"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","110","Sole male buyer","Number","160"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","120","Sole female buyer","Number","120"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","130","Joint buyers - male & female","Number","440"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","140","Joint buyers - 2 male","Number","10"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","150","Joint buyers - 2 female","Number","10"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","110"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","-","All buyers","Number","920"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","110","Sole male buyer","Number","150"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","120","Sole female buyer","Number","140"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","130","Joint buyers - male & female","Number","480"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","140","Joint buyers - 2 male","Number","0"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","150","Joint buyers - 2 female","Number","10"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","150"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","-","All buyers","Number","670"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","110","Sole male buyer","Number","110"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","120","Sole female buyer","Number","100"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","130","Joint buyers - male & female","Number","340"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","140","Joint buyers - 2 male","Number","10"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","150","Joint buyers - 2 female","Number","0"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","90"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","-","All buyers","Number","1340"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","110","Sole male buyer","Number","170"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","120","Sole female buyer","Number","200"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","130","Joint buyers - male & female","Number","740"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","140","Joint buyers - 2 male","Number","10"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","150","Joint buyers - 2 female","Number","10"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","200"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","-","All buyers","Number","1240"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","110","Sole male buyer","Number","170"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","120","Sole female buyer","Number","190"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","130","Joint buyers - male & female","Number","590"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","140","Joint buyers - 2 male","Number","0"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","150","Joint buyers - 2 female","Number","0"
"CRP04C1","Volume of Purchasers","2013","2013","01","Filings","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","290"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","IE0","Ireland","-","All buyers","Number","37720"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","IE0","Ireland","110","Sole male buyer","Number","5340"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","IE0","Ireland","120","Sole female buyer","Number","5180"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","IE0","Ireland","130","Joint buyers - male & female","Number","21550"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","IE0","Ireland","140","Joint buyers - 2 male","Number","350"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","IE0","Ireland","150","Joint buyers - 2 female","Number","240"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","IE0","Ireland","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","5070"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-1434-13a3-e055-000000000001","Cork City Council","-","All buyers","Number","960"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-1434-13a3-e055-000000000001","Cork City Council","110","Sole male buyer","Number","170"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-1434-13a3-e055-000000000001","Cork City Council","120","Sole female buyer","Number","140"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-1434-13a3-e055-000000000001","Cork City Council","130","Joint buyers - male & female","Number","510"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-1434-13a3-e055-000000000001","Cork City Council","140","Joint buyers - 2 male","Number","20"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-1434-13a3-e055-000000000001","Cork City Council","150","Joint buyers - 2 female","Number","10"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-1434-13a3-e055-000000000001","Cork City Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","120"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","-","All buyers","Number","820"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","110","Sole male buyer","Number","120"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","120","Sole female buyer","Number","110"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","130","Joint buyers - male & female","Number","420"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","140","Joint buyers - 2 male","Number","10"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","150","Joint buyers - 2 female","Number","10"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","150"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","-","All buyers","Number","570"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","110","Sole male buyer","Number","70"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","120","Sole female buyer","Number","70"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","130","Joint buyers - male & female","Number","270"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","140","Joint buyers - 2 male","Number","0"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","150","Joint buyers - 2 female","Number","0"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","150"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","-","All buyers","Number","3100"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","110","Sole male buyer","Number","440"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","120","Sole female buyer","Number","410"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","130","Joint buyers - male & female","Number","1850"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","140","Joint buyers - 2 male","Number","10"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","150","Joint buyers - 2 female","Number","10"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","380"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","-","All buyers","Number","370"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","110","Sole male buyer","Number","70"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","120","Sole female buyer","Number","50"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","130","Joint buyers - male & female","Number","190"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","140","Joint buyers - 2 male","Number","0"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","150","Joint buyers - 2 female","Number","0"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","50"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","-","All buyers","Number","5340"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","110","Sole male buyer","Number","910"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","120","Sole female buyer","Number","870"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","130","Joint buyers - male & female","Number","2890"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","140","Joint buyers - 2 male","Number","100"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","150","Joint buyers - 2 female","Number","50"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","520"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","-","All buyers","Number","3030"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","110","Sole male buyer","Number","270"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","120","Sole female buyer","Number","380"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","130","Joint buyers - male & female","Number","2070"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","140","Joint buyers - 2 male","Number","10"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","150","Joint buyers - 2 female","Number","20"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","280"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","-","All buyers","Number","900"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","110","Sole male buyer","Number","120"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","120","Sole female buyer","Number","90"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","130","Joint buyers - male & female","Number","270"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","140","Joint buyers - 2 male","Number","10"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","150","Joint buyers - 2 female","Number","0"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","400"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","-","All buyers","Number","2820"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","110","Sole male buyer","Number","280"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","120","Sole female buyer","Number","340"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","130","Joint buyers - male & female","Number","2010"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","140","Joint buyers - 2 male","Number","20"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","150","Joint buyers - 2 female","Number","10"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","160"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","-","All buyers","Number","1170"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","110","Sole male buyer","Number","160"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","120","Sole female buyer","Number","130"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","130","Joint buyers - male & female","Number","630"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","140","Joint buyers - 2 male","Number","10"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","150","Joint buyers - 2 female","Number","10"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","230"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-1435-13a3-e055-000000000001","Galway City Council","-","All buyers","Number","770"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-1435-13a3-e055-000000000001","Galway City Council","110","Sole male buyer","Number","120"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-1435-13a3-e055-000000000001","Galway City Council","120","Sole female buyer","Number","110"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-1435-13a3-e055-000000000001","Galway City Council","130","Joint buyers - male & female","Number","420"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-1435-13a3-e055-000000000001","Galway City Council","140","Joint buyers - 2 male","Number","0"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-1435-13a3-e055-000000000001","Galway City Council","150","Joint buyers - 2 female","Number","10"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-1435-13a3-e055-000000000001","Galway City Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","110"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","-","All buyers","Number","1760"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","110","Sole male buyer","Number","230"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","120","Sole female buyer","Number","230"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","130","Joint buyers - male & female","Number","1140"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","140","Joint buyers - 2 male","Number","10"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","150","Joint buyers - 2 female","Number","10"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","140"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","-","All buyers","Number","570"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","110","Sole male buyer","Number","90"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","120","Sole female buyer","Number","70"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","130","Joint buyers - male & female","Number","340"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","140","Joint buyers - 2 male","Number","10"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","150","Joint buyers - 2 female","Number","0"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","60"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","-","All buyers","Number","1060"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","110","Sole male buyer","Number","160"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","120","Sole female buyer","Number","120"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","130","Joint buyers - male & female","Number","480"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","140","Joint buyers - 2 male","Number","10"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","150","Joint buyers - 2 female","Number","0"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","300"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-1490-13a3-e055-000000000001","Longford County Council","-","All buyers","Number","250"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-1490-13a3-e055-000000000001","Longford County Council","110","Sole male buyer","Number","60"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-1490-13a3-e055-000000000001","Longford County Council","120","Sole female buyer","Number","40"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-1490-13a3-e055-000000000001","Longford County Council","130","Joint buyers - male & female","Number","100"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-1490-13a3-e055-000000000001","Longford County Council","140","Joint buyers - 2 male","Number","0"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-1490-13a3-e055-000000000001","Longford County Council","150","Joint buyers - 2 female","Number","0"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-1490-13a3-e055-000000000001","Longford County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","40"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-1491-13a3-e055-000000000001","Louth County Council","-","All buyers","Number","860"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-1491-13a3-e055-000000000001","Louth County Council","110","Sole male buyer","Number","160"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-1491-13a3-e055-000000000001","Louth County Council","120","Sole female buyer","Number","130"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-1491-13a3-e055-000000000001","Louth County Council","130","Joint buyers - male & female","Number","460"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-1491-13a3-e055-000000000001","Louth County Council","140","Joint buyers - 2 male","Number","20"
"CRP04C1","Volume of Purchasers","2013","2013","02","Executions","2ae19629-1491-13a3-e055-000000000001","Louth County Council","150","Joint buyers - 2 female","Number","0"
