"STATISTIC","Statistic Label","TLIST(A1)","Year","C03341V04028","Stamp Duty Event","C03867V04617","County Where Property Was Purchased","C03734V04482","Purchasers Location Given During Purchase","UNIT","VALUE"
"CRP05C1","Volume of Purchasers","2019","2019","01","Filings","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","LMC","Co. Leitrim","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","01","Filings","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","LSC","Co. Laois","Number","70"
"CRP05C1","Volume of Purchasers","2019","2019","01","Filings","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","MHC","Co. Meath","Number","160"
"CRP05C1","Volume of Purchasers","2019","2019","01","Filings","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","MNC","Co. Monaghan","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","01","Filings","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","MOC","Co. Mayo","Number","30"
"CRP05C1","Volume of Purchasers","2019","2019","01","Filings","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","OYC","Co. Offaly","Number","50"
"CRP05C1","Volume of Purchasers","2019","2019","01","Filings","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","RNC","Co. Roscommon","Number","20"
"CRP05C1","Volume of Purchasers","2019","2019","01","Filings","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","SOC","Co. Sligo","Number","20"
"CRP05C1","Volume of Purchasers","2019","2019","01","Filings","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","TYC","Co. Tipperary","Number","90"
"CRP05C1","Volume of Purchasers","2019","2019","01","Filings","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","WDC","Co. Waterford","Number","230"
"CRP05C1","Volume of Purchasers","2019","2019","01","Filings","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","WKC","Co. Wicklow","Number","980"
"CRP05C1","Volume of Purchasers","2019","2019","01","Filings","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","WMC","Co. Westmeath","Number","40"
"CRP05C1","Volume of Purchasers","2019","2019","01","Filings","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","WXC","Co. Wexford","Number","9890"
"CRP05C1","Volume of Purchasers","2019","2019","01","Filings","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","XB","Great Britain","Number","790"
"CRP05C1","Volume of Purchasers","2019","2019","01","Filings","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","XI","Northern Ireland","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","01","Filings","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","ZZNM2","North America","Number","90"
"CRP05C1","Volume of Purchasers","2019","2019","01","Filings","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","ZZZ10","Rest of the World","Number","90"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1450-13a3-e055-000000000001","Co. Clare","999","Unknown","Number","50"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1450-13a3-e055-000000000001","Co. Clare","CEC","Co. Clare","Number","8070"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1450-13a3-e055-000000000001","Co. Clare","CKC","Co. Cork","Number","170"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1450-13a3-e055-000000000001","Co. Clare","CNC","Co. Cavan","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1450-13a3-e055-000000000001","Co. Clare","CWC","Co. Carlow","Number","20"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1450-13a3-e055-000000000001","Co. Clare","DLC","Co. Donegal","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1450-13a3-e055-000000000001","Co. Clare","DNC","Co. Dublin","Number","540"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1450-13a3-e055-000000000001","Co. Clare","EURXIEUK","European Countries excluding Ireland and the UK","Number","60"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1450-13a3-e055-000000000001","Co. Clare","GYC","Co. Galway","Number","290"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1450-13a3-e055-000000000001","Co. Clare","KEC","Co. Kildare","Number","100"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1450-13a3-e055-000000000001","Co. Clare","KKC","Co. Kilkenny","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1450-13a3-e055-000000000001","Co. Clare","KYC","Co. Kerry","Number","40"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1450-13a3-e055-000000000001","Co. Clare","LDC","Co. Longford","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1450-13a3-e055-000000000001","Co. Clare","LHC","Co. Louth","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1450-13a3-e055-000000000001","Co. Clare","LKC","Co. Limerick","Number","1570"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1450-13a3-e055-000000000001","Co. Clare","LMC","Co. Leitrim","Number","0"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1450-13a3-e055-000000000001","Co. Clare","LSC","Co. Laois","Number","30"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1450-13a3-e055-000000000001","Co. Clare","MHC","Co. Meath","Number","50"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1450-13a3-e055-000000000001","Co. Clare","MNC","Co. Monaghan","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1450-13a3-e055-000000000001","Co. Clare","MOC","Co. Mayo","Number","20"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1450-13a3-e055-000000000001","Co. Clare","OYC","Co. Offaly","Number","20"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1450-13a3-e055-000000000001","Co. Clare","RNC","Co. Roscommon","Number","20"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1450-13a3-e055-000000000001","Co. Clare","SOC","Co. Sligo","Number","0"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1450-13a3-e055-000000000001","Co. Clare","TYC","Co. Tipperary","Number","210"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1450-13a3-e055-000000000001","Co. Clare","WDC","Co. Waterford","Number","30"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1450-13a3-e055-000000000001","Co. Clare","WKC","Co. Wicklow","Number","40"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1450-13a3-e055-000000000001","Co. Clare","WMC","Co. Westmeath","Number","20"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1450-13a3-e055-000000000001","Co. Clare","WXC","Co. Wexford","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1450-13a3-e055-000000000001","Co. Clare","XB","Great Britain","Number","350"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1450-13a3-e055-000000000001","Co. Clare","XI","Northern Ireland","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1450-13a3-e055-000000000001","Co. Clare","ZZNM2","North America","Number","130"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1450-13a3-e055-000000000001","Co. Clare","ZZZ10","Rest of the World","Number","40"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1451-13a3-e055-000000000001","Co. Cork","999","Unknown","Number","240"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1451-13a3-e055-000000000001","Co. Cork","CEC","Co. Clare","Number","260"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1451-13a3-e055-000000000001","Co. Cork","CKC","Co. Cork","Number","50190"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1451-13a3-e055-000000000001","Co. Cork","CNC","Co. Cavan","Number","30"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1451-13a3-e055-000000000001","Co. Cork","CWC","Co. Carlow","Number","60"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1451-13a3-e055-000000000001","Co. Cork","DLC","Co. Donegal","Number","30"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1451-13a3-e055-000000000001","Co. Cork","DNC","Co. Dublin","Number","1240"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1451-13a3-e055-000000000001","Co. Cork","EURXIEUK","European Countries excluding Ireland and the UK","Number","200"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1451-13a3-e055-000000000001","Co. Cork","GYC","Co. Galway","Number","170"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1451-13a3-e055-000000000001","Co. Cork","KEC","Co. Kildare","Number","160"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1451-13a3-e055-000000000001","Co. Cork","KKC","Co. Kilkenny","Number","110"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1451-13a3-e055-000000000001","Co. Cork","KYC","Co. Kerry","Number","710"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1451-13a3-e055-000000000001","Co. Cork","LDC","Co. Longford","Number","20"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1451-13a3-e055-000000000001","Co. Cork","LHC","Co. Louth","Number","30"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1451-13a3-e055-000000000001","Co. Cork","LKC","Co. Limerick","Number","600"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1451-13a3-e055-000000000001","Co. Cork","LMC","Co. Leitrim","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1451-13a3-e055-000000000001","Co. Cork","LSC","Co. Laois","Number","50"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1451-13a3-e055-000000000001","Co. Cork","MHC","Co. Meath","Number","60"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1451-13a3-e055-000000000001","Co. Cork","MNC","Co. Monaghan","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1451-13a3-e055-000000000001","Co. Cork","MOC","Co. Mayo","Number","40"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1451-13a3-e055-000000000001","Co. Cork","OYC","Co. Offaly","Number","30"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1451-13a3-e055-000000000001","Co. Cork","RNC","Co. Roscommon","Number","30"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1451-13a3-e055-000000000001","Co. Cork","SOC","Co. Sligo","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1451-13a3-e055-000000000001","Co. Cork","TYC","Co. Tipperary","Number","290"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1451-13a3-e055-000000000001","Co. Cork","WDC","Co. Waterford","Number","300"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1451-13a3-e055-000000000001","Co. Cork","WKC","Co. Wicklow","Number","90"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1451-13a3-e055-000000000001","Co. Cork","WMC","Co. Westmeath","Number","40"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1451-13a3-e055-000000000001","Co. Cork","WXC","Co. Wexford","Number","80"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1451-13a3-e055-000000000001","Co. Cork","XB","Great Britain","Number","1030"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1451-13a3-e055-000000000001","Co. Cork","XI","Northern Ireland","Number","30"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1451-13a3-e055-000000000001","Co. Cork","ZZNM2","North America","Number","180"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1451-13a3-e055-000000000001","Co. Cork","ZZZ10","Rest of the World","Number","230"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","999","Unknown","Number","50"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","CEC","Co. Clare","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","CKC","Co. Cork","Number","20"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","CNC","Co. Cavan","Number","4690"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","CWC","Co. Carlow","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","DLC","Co. Donegal","Number","20"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","DNC","Co. Dublin","Number","740"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","EURXIEUK","European Countries excluding Ireland and the UK","Number","40"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","GYC","Co. Galway","Number","20"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","KEC","Co. Kildare","Number","50"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","KKC","Co. Kilkenny","Number","0"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","KYC","Co. Kerry","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","LDC","Co. Longford","Number","50"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","LHC","Co. Louth","Number","100"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","LKC","Co. Limerick","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","LMC","Co. Leitrim","Number","70"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","LSC","Co. Laois","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","MHC","Co. Meath","Number","550"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","MNC","Co. Monaghan","Number","180"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","MOC","Co. Mayo","Number","20"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","OYC","Co. Offaly","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","RNC","Co. Roscommon","Number","20"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","SOC","Co. Sligo","Number","20"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","TYC","Co. Tipperary","Number","20"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","WDC","Co. Waterford","Number","20"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","WKC","Co. Wicklow","Number","20"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","WMC","Co. Westmeath","Number","50"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","WXC","Co. Wexford","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","XB","Great Britain","Number","210"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","XI","Northern Ireland","Number","120"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","ZZNM2","North America","Number","30"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","ZZZ10","Rest of the World","Number","30"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","999","Unknown","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","CEC","Co. Clare","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","CKC","Co. Cork","Number","30"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","CNC","Co. Cavan","Number","0"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","CWC","Co. Carlow","Number","3630"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","DLC","Co. Donegal","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","DNC","Co. Dublin","Number","340"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","EURXIEUK","European Countries excluding Ireland and the UK","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","GYC","Co. Galway","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","KEC","Co. Kildare","Number","270"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","KKC","Co. Kilkenny","Number","180"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","KYC","Co. Kerry","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","LDC","Co. Longford","Number","0"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","LHC","Co. Louth","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","LKC","Co. Limerick","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","LMC","Co. Leitrim","Number","0"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","LSC","Co. Laois","Number","50"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","MHC","Co. Meath","Number","20"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","MNC","Co. Monaghan","Number","0"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","MOC","Co. Mayo","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","OYC","Co. Offaly","Number","20"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","RNC","Co. Roscommon","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","SOC","Co. Sligo","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","TYC","Co. Tipperary","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","WDC","Co. Waterford","Number","20"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","WKC","Co. Wicklow","Number","130"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","WMC","Co. Westmeath","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","WXC","Co. Wexford","Number","200"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","XB","Great Britain","Number","80"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","XI","Northern Ireland","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","ZZNM2","North America","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","ZZZ10","Rest of the World","Number","30"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","999","Unknown","Number","120"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","CEC","Co. Clare","Number","30"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","CKC","Co. Cork","Number","80"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","CNC","Co. Cavan","Number","70"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","CWC","Co. Carlow","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","DLC","Co. Donegal","Number","8040"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","DNC","Co. Dublin","Number","580"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","EURXIEUK","European Countries excluding Ireland and the UK","Number","70"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","GYC","Co. Galway","Number","80"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","KEC","Co. Kildare","Number","70"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","KKC","Co. Kilkenny","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","KYC","Co. Kerry","Number","20"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","LDC","Co. Longford","Number","0"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","LHC","Co. Louth","Number","60"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","LKC","Co. Limerick","Number","20"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","LMC","Co. Leitrim","Number","60"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","LSC","Co. Laois","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","MHC","Co. Meath","Number","70"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","MNC","Co. Monaghan","Number","80"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","MOC","Co. Mayo","Number","50"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","OYC","Co. Offaly","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","RNC","Co. Roscommon","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","SOC","Co. Sligo","Number","70"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","TYC","Co. Tipperary","Number","0"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","WDC","Co. Waterford","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","WKC","Co. Wicklow","Number","30"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","WMC","Co. Westmeath","Number","40"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","WXC","Co. Wexford","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","XB","Great Britain","Number","1110"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","XI","Northern Ireland","Number","2000"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","ZZNM2","North America","Number","100"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","ZZZ10","Rest of the World","Number","60"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","999","Unknown","Number","570"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","CEC","Co. Clare","Number","670"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","CKC","Co. Cork","Number","2080"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","CNC","Co. Cavan","Number","870"
